Product_ID,Product_Name,Forecasted_Qty,Material_ID,Material_Name,Material_Required_Qty,Create_Datetime
P0583,Classic Salted Wafers Family Pack Family Pack Family Pack,2000,M008,Sunflower Oil,200,13-06-25 19:14:48
P0583,Classic Salted Wafers Family Pack Family Pack Family Pack,2000,M020,Natural Flavors,500,19-06-25 19:14:48
P0584,Coffee Can Drink Lite Lite Pro XL,200,M033,Vanillin,100,09-06-25 19:14:48
P0584,Coffee Can Drink Lite Lite Pro XL,200,M037,Caramel Color,2000,04-06-25 19:14:48
P0584,Coffee Can Drink Lite Lite Pro XL,200,M003,Citric Acid,200,11-06-25 19:14:48
P0585,Milkshake - Strawberry Pro Mini,1000,M016,Dextrose,2000,27-05-25 19:14:48
P0585,Milkshake - Strawberry Pro Mini,1000,M027,Milk Solids,1000,15-06-25 19:14:48
P0585,Milkshake - Strawberry Pro Mini,1000,M025,Soy Lecithin,100,30-05-25 19:14:48
P0586,Orange Soft Drink Max Mini Pro Mini Pro,200,M001,Sugar,500,11-06-25 19:14:48
P0586,Orange Soft Drink Max Mini Pro Mini Pro,200,M033,Vanillin,100,27-05-25 19:14:48
P0586,Orange Soft Drink Max Mini Pro Mini Pro,200,M024,Ascorbic Acid,2000,03-06-25 19:14:48
P0587,Energy Drink - Citrus XL XL Pro,5000,M033,Vanillin,2000,12-06-25 19:14:48
P0587,Energy Drink - Citrus XL XL Pro,5000,M037,Caramel Color,100,13-06-25 19:14:48
P0587,Energy Drink - Citrus XL XL Pro,5000,M003,Citric Acid,1000,18-06-25 19:14:48
P0588,Snack Mix - Trail Pro Family Pack Mini,200,M015,Maltodextrin,200,29-05-25 19:14:48
P0588,Snack Mix - Trail Pro Family Pack Mini,200,M002,Salt,200,28-05-25 19:14:48
P0588,Snack Mix - Trail Pro Family Pack Mini,200,M020,Natural Flavors,200,21-06-25 19:14:48
P0589,Chocolate Milk Drink Max Max XL Max,1000,M003,Citric Acid,1000,13-06-25 19:14:48
P0589,Chocolate Milk Drink Max Max XL Max,1000,M020,Natural Flavors,200,04-06-25 19:14:48
P0589,Chocolate Milk Drink Max Max XL Max,1000,M024,Ascorbic Acid,2000,28-05-25 19:14:48
P0590,Roasted Almonds Family Pack Family Pack XL Max,500,M002,Salt,500,01-06-25 19:14:48
P0590,Roasted Almonds Family Pack Family Pack XL Max,500,M019,Paprika Extract,100,10-06-25 19:14:48
P0590,Roasted Almonds Family Pack Family Pack XL Max,500,M007,Vegetable Oil,500,02-06-25 19:14:48
P0591,Sweet Corn Puffs Lite Mini Lite Mini,1000,M002,Salt,500,25-05-25 19:14:48
P0591,Sweet Corn Puffs Lite Mini Lite Mini,1000,M006,Corn,100,26-05-25 19:14:48
P0591,Sweet Corn Puffs Lite Mini Lite Mini,1000,M020,Natural Flavors,100,22-06-25 19:14:48
P0592,Mint Flavored Soda Mini Lite Lite Lite Mini XL,100,M003,Citric Acid,2000,18-06-25 19:14:48
P0592,Mint Flavored Soda Mini Lite Lite Lite Mini XL,100,M020,Natural Flavors,200,12-06-25 19:14:48
P0592,Mint Flavored Soda Mini Lite Lite Lite Mini XL,100,M024,Ascorbic Acid,200,30-05-25 19:14:48
P0593,Butter Popcorn Family Pack Pro,1000,M027,Milk Solids,100,29-05-25 19:14:48
P0593,Butter Popcorn Family Pack Pro,1000,M025,Soy Lecithin,200,18-06-25 19:14:48
P0593,Butter Popcorn Family Pack Pro,1000,M026,Cocoa Powder,2000,08-06-25 19:14:48
P0594,Mint Flavored Soda Max Max Family Pack,5000,M020,Natural Flavors,100,07-06-25 19:14:48
P0594,Mint Flavored Soda Max Max Family Pack,5000,M001,Sugar,100,31-05-25 19:14:48
P0594,Mint Flavored Soda Max Max Family Pack,5000,M042,Acetic Acid,1000,31-05-25 19:14:48
P0595,Energy Drink - Citrus Mini Lite Mini,200,M001,Sugar,500,02-06-25 19:14:48
P0595,Energy Drink - Citrus Mini Lite Mini,200,M003,Citric Acid,1000,05-06-25 19:14:48
P0595,Energy Drink - Citrus Mini Lite Mini,200,M042,Acetic Acid,500,29-05-25 19:14:48
P0596,Tomato Flavored Chips Pro XL Lite Pro XL Mini XL Family Pack Mini,5000,M020,Natural Flavors,200,03-06-25 19:14:48
P0596,Tomato Flavored Chips Pro XL Lite Pro XL Mini XL Family Pack Mini,5000,M014,Garlic Powder,1000,10-06-25 19:14:48
P0596,Tomato Flavored Chips Pro XL Lite Pro XL Mini XL Family Pack Mini,5000,M011,Cheddar Cheese,100,21-06-25 19:14:48
P0597,Cheese Nachos XL Lite XL Lite Family Pack,100,M002,Salt,200,26-05-25 19:14:48
P0597,Cheese Nachos XL Lite XL Lite Family Pack,100,M006,Corn,1000,21-06-25 19:14:48
P0597,Cheese Nachos XL Lite XL Lite Family Pack,100,M007,Vegetable Oil,200,04-06-25 19:14:48
P0598,Sweet Corn Puffs XL Mini Lite XL Family Pack Family Pack Pro,1000,M009,Palm Oil,200,07-06-25 19:14:48
P0598,Sweet Corn Puffs XL Mini Lite XL Family Pack Family Pack Pro,1000,M015,Maltodextrin,2000,13-06-25 19:14:48
P0598,Sweet Corn Puffs XL Mini Lite XL Family Pack Family Pack Pro,1000,M002,Salt,500,21-06-25 19:14:48
P0599,Sweet Corn Puffs XL Mini Lite XL Family Pack Pro,200,M009,Palm Oil,100,22-06-25 19:14:48
P0599,Sweet Corn Puffs XL Mini Lite XL Family Pack Pro,200,M020,Natural Flavors,2000,13-06-25 19:14:48
P0599,Sweet Corn Puffs XL Mini Lite XL Family Pack Pro,200,M015,Maltodextrin,2000,22-06-25 19:14:48
P0600,Masala Potato Chips Pro Family Pack Pro Family Pack,500,M013,Onion Powder,2000,19-06-25 19:14:48
P0600,Masala Potato Chips Pro Family Pack Pro Family Pack,500,M019,Paprika Extract,100,31-05-25 19:14:48
P0600,Masala Potato Chips Pro Family Pack Pro Family Pack,500,M011,Cheddar Cheese,1000,14-06-25 19:14:48
P0601,Cheese Nachos Lite Family Pack Lite Pro Lite Family Pack,2000,M002,Salt,100,10-06-25 19:14:48
P0601,Cheese Nachos Lite Family Pack Lite Pro Lite Family Pack,2000,M013,Onion Powder,2000,25-05-25 19:14:48
P0601,Cheese Nachos Lite Family Pack Lite Pro Lite Family Pack,2000,M012,Tomato Powder,2000,24-05-25 19:14:48
P0602,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite XL Max Family Pack,200,M033,Vanillin,500,21-06-25 19:14:48
P0602,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite XL Max Family Pack,200,M024,Ascorbic Acid,500,05-06-25 19:14:48
P0602,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite XL Max Family Pack,200,M037,Caramel Color,200,06-06-25 19:14:48
P0603,Tomato Flavored Chips Max XL XL XL,5000,M002,Salt,100,28-05-25 19:14:48
P0603,Tomato Flavored Chips Max XL XL XL,5000,M019,Paprika Extract,200,26-05-25 19:14:48
P0603,Tomato Flavored Chips Max XL XL XL,5000,M020,Natural Flavors,1000,12-06-25 19:14:48
P0604,Chocolate Milk Drink Mini Max Family Pack Family Pack Pro Lite Family Pack,5000,M003,Citric Acid,100,12-06-25 19:14:48
P0604,Chocolate Milk Drink Mini Max Family Pack Family Pack Pro Lite Family Pack,5000,M001,Sugar,100,03-06-25 19:14:48
P0604,Chocolate Milk Drink Mini Max Family Pack Family Pack Pro Lite Family Pack,5000,M033,Vanillin,500,22-06-25 19:14:48
P0605,Honey Barbecue Chips Max,500,M014,Garlic Powder,2000,05-06-25 19:14:48
P0605,Honey Barbecue Chips Max,500,M008,Sunflower Oil,200,27-05-25 19:14:48
P0605,Honey Barbecue Chips Max,500,M013,Onion Powder,500,28-05-25 19:14:48
P0606,Cheese Nachos Family Pack,5000,M011,Cheddar Cheese,500,21-06-25 19:14:48
P0606,Cheese Nachos Family Pack,5000,M007,Vegetable Oil,200,24-05-25 19:14:48
P0606,Cheese Nachos Family Pack,5000,M020,Natural Flavors,500,22-06-25 19:14:48
P0607,Sweet Corn Puffs XL Mini Lite XL Pro Pro Lite Lite Family Pack Family Pack Family Pack,5000,M006,Corn,200,13-06-25 19:14:48
P0607,Sweet Corn Puffs XL Mini Lite XL Pro Pro Lite Lite Family Pack Family Pack Family Pack,5000,M009,Palm Oil,1000,24-05-25 19:14:48
P0607,Sweet Corn Puffs XL Mini Lite XL Pro Pro Lite Lite Family Pack Family Pack Family Pack,5000,M002,Salt,200,08-06-25 19:14:48
P0608,Tomato Flavored Chips Pro Pro Lite Family Pack Pro,500,M020,Natural Flavors,100,01-06-25 19:14:48
P0608,Tomato Flavored Chips Pro Pro Lite Family Pack Pro,500,M002,Salt,1000,29-05-25 19:14:48
P0608,Tomato Flavored Chips Pro Pro Lite Family Pack Pro,500,M013,Onion Powder,500,16-06-25 19:14:48
P0609,Tomato Flavored Chips Pro XL Family Pack Pro Family Pack,200,M020,Natural Flavors,100,04-06-25 19:14:48
P0609,Tomato Flavored Chips Pro XL Family Pack Pro Family Pack,200,M002,Salt,500,18-06-25 19:14:48
P0609,Tomato Flavored Chips Pro XL Family Pack Pro Family Pack,200,M008,Sunflower Oil,500,02-06-25 19:14:48
P0610,Orange Soft Drink Max Max XL Pro,200,M042,Acetic Acid,2000,09-06-25 19:14:48
P0610,Orange Soft Drink Max Max XL Pro,200,M003,Citric Acid,200,14-06-25 19:14:48
P0610,Orange Soft Drink Max Max XL Pro,200,M024,Ascorbic Acid,200,25-05-25 19:14:48
P0611,Energy Drink - Citrus Mini Mini XL,200,M020,Natural Flavors,500,16-06-25 19:14:48
P0611,Energy Drink - Citrus Mini Mini XL,200,M033,Vanillin,1000,02-06-25 19:14:48
P0611,Energy Drink - Citrus Mini Mini XL,200,M037,Caramel Color,500,04-06-25 19:14:48
P0612,Chocolate Milk Drink Mini Max Max Mini Pro,1000,M042,Acetic Acid,2000,15-06-25 19:14:48
P0612,Chocolate Milk Drink Mini Max Max Mini Pro,1000,M033,Vanillin,2000,12-06-25 19:14:48
P0612,Chocolate Milk Drink Mini Max Max Mini Pro,1000,M001,Sugar,2000,29-05-25 19:14:48
P0613,Classic Salted Wafers Family Pack Family Pack Family Pack Pro,100,M002,Salt,2000,26-05-25 19:14:48
P0613,Classic Salted Wafers Family Pack Family Pack Family Pack Pro,100,M011,Cheddar Cheese,100,27-05-25 19:14:48
P0613,Classic Salted Wafers Family Pack Family Pack Family Pack Pro,100,M013,Onion Powder,200,31-05-25 19:14:48
P0614,Lemon Soda Family Pack XL Lite Pro,500,M042,Acetic Acid,2000,08-06-25 19:14:48
P0614,Lemon Soda Family Pack XL Lite Pro,500,M033,Vanillin,500,27-05-25 19:14:48
P0614,Lemon Soda Family Pack XL Lite Pro,500,M037,Caramel Color,1000,21-06-25 19:14:48
P0615,Snack Mix - Trail Max Pro XL Max Lite Family Pack,200,M015,Maltodextrin,1000,31-05-25 19:14:48
P0615,Snack Mix - Trail Max Pro XL Max Lite Family Pack,200,M002,Salt,1000,12-06-25 19:14:48
P0615,Snack Mix - Trail Max Pro XL Max Lite Family Pack,200,M006,Corn,200,14-06-25 19:14:48
P0616,Orange Soft Drink Max Mini Pro Pro Mini Lite,100,M024,Ascorbic Acid,1000,09-06-25 19:14:48
P0616,Orange Soft Drink Max Mini Pro Pro Mini Lite,100,M001,Sugar,100,08-06-25 19:14:48
P0616,Orange Soft Drink Max Mini Pro Pro Mini Lite,100,M042,Acetic Acid,100,01-06-25 19:14:48
P0617,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite Family Pack,1000,M033,Vanillin,500,03-06-25 19:14:48
P0617,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite Family Pack,1000,M003,Citric Acid,2000,14-06-25 19:14:48
P0617,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite Family Pack,1000,M020,Natural Flavors,1000,25-05-25 19:14:48
P0618,Orange Soft Drink Mini Family Pack Pro Max,1000,M037,Caramel Color,100,20-06-25 19:14:48
P0618,Orange Soft Drink Mini Family Pack Pro Max,1000,M001,Sugar,500,06-06-25 19:14:48
P0618,Orange Soft Drink Mini Family Pack Pro Max,1000,M024,Ascorbic Acid,200,27-05-25 19:14:48
P0619,Chocolate Milk Drink Mini Max XL Family Pack,2000,M003,Citric Acid,2000,21-06-25 19:14:48
P0619,Chocolate Milk Drink Mini Max XL Family Pack,2000,M024,Ascorbic Acid,1000,14-06-25 19:14:48
P0619,Chocolate Milk Drink Mini Max XL Family Pack,2000,M001,Sugar,200,13-06-25 19:14:48
P0620,Classic Salted Wafers Family Pack Mini,2000,M014,Garlic Powder,1000,17-06-25 19:14:48
P0620,Classic Salted Wafers Family Pack Mini,2000,M008,Sunflower Oil,500,01-06-25 19:14:48
P0620,Classic Salted Wafers Family Pack Mini,2000,M002,Salt,200,12-06-25 19:14:48
P0621,Chocolate Milk Drink Pro Pro,1000,M037,Caramel Color,100,03-06-25 19:14:48
P0621,Chocolate Milk Drink Pro Pro,1000,M003,Citric Acid,1000,16-06-25 19:14:48
P0621,Chocolate Milk Drink Pro Pro,1000,M020,Natural Flavors,500,21-06-25 19:14:48
P0622,Tomato Flavored Chips Pro XL Lite Pro XL Max XL Lite,5000,M013,Onion Powder,1000,08-06-25 19:14:48
P0622,Tomato Flavored Chips Pro XL Lite Pro XL Max XL Lite,5000,M014,Garlic Powder,1000,27-05-25 19:14:48
P0622,Tomato Flavored Chips Pro XL Lite Pro XL Max XL Lite,5000,M002,Salt,100,27-05-25 19:14:48
P0623,Masala Potato Chips Mini Family Pack Pro Max Family Pack Max Max,500,M013,Onion Powder,2000,11-06-25 19:14:48
P0623,Masala Potato Chips Mini Family Pack Pro Max Family Pack Max Max,500,M002,Salt,500,12-06-25 19:14:48
P0623,Masala Potato Chips Mini Family Pack Pro Max Family Pack Max Max,500,M011,Cheddar Cheese,200,06-06-25 19:14:48
P0624,Orange Soft Drink Mini Max Family Pack Family Pack Family Pack,5000,M001,Sugar,500,18-06-25 19:14:48
P0624,Orange Soft Drink Mini Max Family Pack Family Pack Family Pack,5000,M033,Vanillin,1000,26-05-25 19:14:48
P0624,Orange Soft Drink Mini Max Family Pack Family Pack Family Pack,5000,M020,Natural Flavors,500,30-05-25 19:14:48
P0625,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite XL Family Pack,1000,M024,Ascorbic Acid,100,27-05-25 19:14:48
P0625,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite XL Family Pack,1000,M037,Caramel Color,1000,16-06-25 19:14:48
P0625,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite XL Family Pack,1000,M003,Citric Acid,1000,26-05-25 19:14:48
P0626,Masala Potato Chips Pro Max Family Pack Pro,5000,M005,Potatoes,1000,01-06-25 19:14:48
P0626,Masala Potato Chips Pro Max Family Pack Pro,5000,M019,Paprika Extract,2000,27-05-25 19:14:48
P0626,Masala Potato Chips Pro Max Family Pack Pro,5000,M007,Vegetable Oil,200,03-06-25 19:14:48
P0627,Whey Protein Bar Family Pack Mini Max Family Pack XL XL,100,M025,Soy Lecithin,2000,28-05-25 19:14:48
P0627,Whey Protein Bar Family Pack Mini Max Family Pack XL XL,100,M010,Whey Protein,1000,12-06-25 19:14:48
P0627,Whey Protein Bar Family Pack Mini Max Family Pack XL XL,100,M028,Skimmed Milk Powder,1000,13-06-25 19:14:48
P0628,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite Family Pack Lite,100,M020,Natural Flavors,1000,06-06-25 19:14:48
P0628,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite Family Pack Lite,100,M042,Acetic Acid,100,18-06-25 19:14:48
P0628,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini XL Lite Family Pack Lite,100,M024,Ascorbic Acid,200,29-05-25 19:14:48
P0629,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini Family Pack Lite XL,100,M037,Caramel Color,200,06-06-25 19:14:48
P0629,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini Family Pack Lite XL,100,M020,Natural Flavors,2000,25-05-25 19:14:48
P0629,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite Mini Family Pack Lite XL,100,M001,Sugar,1000,25-05-25 19:14:48
P0630,Tomato Flavored Chips Max Pro Pro Pro,5000,M005,Potatoes,2000,21-06-25 19:14:48
P0630,Tomato Flavored Chips Max Pro Pro Pro,5000,M007,Vegetable Oil,500,26-05-25 19:14:48
P0630,Tomato Flavored Chips Max Pro Pro Pro,5000,M014,Garlic Powder,500,22-06-25 19:14:48
P0631,Iced Tea - Peach Mini Lite Pro XL Mini Family Pack XL Family Pack Pro Family Pack,5000,M020,Natural Flavors,1000,18-06-25 19:14:48
P0631,Iced Tea - Peach Mini Lite Pro XL Mini Family Pack XL Family Pack Pro Family Pack,5000,M042,Acetic Acid,1000,21-06-25 19:14:48
P0631,Iced Tea - Peach Mini Lite Pro XL Mini Family Pack XL Family Pack Pro Family Pack,5000,M033,Vanillin,200,09-06-25 19:14:48
P0632,Energy Drink - Citrus Mini Pro,100,M024,Ascorbic Acid,1000,21-06-25 19:14:48
P0632,Energy Drink - Citrus Mini Pro,100,M003,Citric Acid,2000,08-06-25 19:14:48
P0632,Energy Drink - Citrus Mini Pro,100,M037,Caramel Color,200,02-06-25 19:14:48
P0633,Chocolate Milk Drink Mini Max XL Family Pack Lite,1000,M042,Acetic Acid,200,20-06-25 19:14:48
P0633,Chocolate Milk Drink Mini Max XL Family Pack Lite,1000,M001,Sugar,100,28-05-25 19:14:48
P0633,Chocolate Milk Drink Mini Max XL Family Pack Lite,1000,M037,Caramel Color,500,07-06-25 19:14:48
P0634,Masala Potato Chips Pro Family Pack Lite Max Max,5000,M013,Onion Powder,500,02-06-25 19:14:48
P0634,Masala Potato Chips Pro Family Pack Lite Max Max,5000,M005,Potatoes,2000,04-06-25 19:14:48
P0634,Masala Potato Chips Pro Family Pack Lite Max Max,5000,M014,Garlic Powder,100,17-06-25 19:14:48
P0635,Orange Soft Drink Mini Family Pack Pro XL Pro XL XL,200,M003,Citric Acid,1000,04-06-25 19:14:48
P0635,Orange Soft Drink Mini Family Pack Pro XL Pro XL XL,200,M001,Sugar,100,16-06-25 19:14:48
P0635,Orange Soft Drink Mini Family Pack Pro XL Pro XL XL,200,M033,Vanillin,2000,17-06-25 19:14:48
P0636,Masala Potato Chips Mini Mini Max Max Family Pack,100,M020,Natural Flavors,500,16-06-25 19:14:48
P0636,Masala Potato Chips Mini Mini Max Max Family Pack,100,M014,Garlic Powder,500,22-06-25 19:14:48
P0636,Masala Potato Chips Mini Mini Max Max Family Pack,100,M007,Vegetable Oil,200,08-06-25 19:14:48
P0637,Spicy Tortilla Chips Lite Lite Family Pack Family Pack Max Family Pack,2000,M014,Garlic Powder,1000,01-06-25 19:14:48
P0637,Spicy Tortilla Chips Lite Lite Family Pack Family Pack Max Family Pack,2000,M005,Potatoes,500,07-06-25 19:14:48
P0637,Spicy Tortilla Chips Lite Lite Family Pack Family Pack Max Family Pack,2000,M019,Paprika Extract,200,21-06-25 19:14:48
P0638,Cheese Crackers Max Family Pack XL,2000,M038,Baking Powder,100,28-05-25 19:14:48
P0638,Cheese Crackers Max Family Pack XL,2000,M002,Salt,200,25-05-25 19:14:48
P0638,Cheese Crackers Max Family Pack XL,2000,M026,Cocoa Powder,200,13-06-25 19:14:48
P0639,Energy Drink - Citrus XL XL Pro Lite,500,M037,Caramel Color,200,25-05-25 19:14:48
P0639,Energy Drink - Citrus XL XL Pro Lite,500,M003,Citric Acid,1000,15-06-25 19:14:48
P0639,Energy Drink - Citrus XL XL Pro Lite,500,M033,Vanillin,2000,26-05-25 19:14:48
P0640,Classic Salted Wafers Family Pack Mini Mini,1000,M007,Vegetable Oil,500,29-05-25 19:14:48
P0640,Classic Salted Wafers Family Pack Mini Mini,1000,M008,Sunflower Oil,2000,05-06-25 19:14:48
P0640,Classic Salted Wafers Family Pack Mini Mini,1000,M013,Onion Powder,100,03-06-25 19:14:48
P0641,Chocolate Milk Drink Mini Max Mini Lite Pro Mini,100,M020,Natural Flavors,2000,30-05-25 19:14:48
P0641,Chocolate Milk Drink Mini Max Mini Lite Pro Mini,100,M042,Acetic Acid,1000,16-06-25 19:14:48
P0641,Chocolate Milk Drink Mini Max Mini Lite Pro Mini,100,M001,Sugar,1000,21-06-25 19:14:48
P0642,Cheese Crackers Family Pack Pro Family Pack Mini,2000,M026,Cocoa Powder,1000,02-06-25 19:14:48
P0642,Cheese Crackers Family Pack Pro Family Pack Mini,2000,M001,Sugar,1000,18-06-25 19:14:48
P0642,Cheese Crackers Family Pack Pro Family Pack Mini,2000,M033,Vanillin,1000,10-06-25 19:14:48
P0643,Tomato Flavored Chips Pro XL Pro Mini Lite Mini Mini,200,M008,Sunflower Oil,2000,03-06-25 19:14:48
P0643,Tomato Flavored Chips Pro XL Pro Mini Lite Mini Mini,200,M011,Cheddar Cheese,100,29-05-25 19:14:48
P0643,Tomato Flavored Chips Pro XL Pro Mini Lite Mini Mini,200,M013,Onion Powder,1000,12-06-25 19:14:48
P0644,Iced Tea - Peach Mini Lite Pro XL Mini Family Pack XL Family Pack Pro XL Pro,2000,M003,Citric Acid,1000,01-06-25 19:14:48
P0644,Iced Tea - Peach Mini Lite Pro XL Mini Family Pack XL Family Pack Pro XL Pro,2000,M033,Vanillin,2000,20-06-25 19:14:48
P0644,Iced Tea - Peach Mini Lite Pro XL Mini Family Pack XL Family Pack Pro XL Pro,2000,M024,Ascorbic Acid,100,19-06-25 19:14:48
P0645,Iced Tea - Peach Mini Lite Pro Pro,5000,M033,Vanillin,100,19-06-25 19:14:48
P0645,Iced Tea - Peach Mini Lite Pro Pro,5000,M037,Caramel Color,100,17-06-25 19:14:48
P0645,Iced Tea - Peach Mini Lite Pro Pro,5000,M024,Ascorbic Acid,1000,15-06-25 19:14:48
P0646,Coffee Can Drink Max Mini Mini Max,2000,M020,Natural Flavors,100,26-05-25 19:14:48
P0646,Coffee Can Drink Max Mini Mini Max,2000,M033,Vanillin,2000,03-06-25 19:14:48
P0646,Coffee Can Drink Max Mini Mini Max,2000,M001,Sugar,2000,08-06-25 19:14:48
P0647,Sweet Corn Puffs XL Mini Lite Family Pack Mini Lite,500,M003,Citric Acid,1000,19-06-25 19:14:48
P0647,Sweet Corn Puffs XL Mini Lite Family Pack Mini Lite,500,M006,Corn,200,10-06-25 19:14:48
P0647,Sweet Corn Puffs XL Mini Lite Family Pack Mini Lite,500,M002,Salt,200,29-05-25 19:14:48
P0648,Coffee Can Drink Max Mini Family Pack Max,1000,M020,Natural Flavors,1000,28-05-25 19:14:48
P0648,Coffee Can Drink Max Mini Family Pack Max,1000,M037,Caramel Color,500,07-06-25 19:14:48
P0648,Coffee Can Drink Max Mini Family Pack Max,1000,M042,Acetic Acid,2000,22-06-25 19:14:48
P0649,Mint Flavored Soda Max Max Max,2000,M020,Natural Flavors,200,27-05-25 19:14:48
P0649,Mint Flavored Soda Max Max Max,2000,M001,Sugar,100,10-06-25 19:14:48
P0649,Mint Flavored Soda Max Max Max,2000,M024,Ascorbic Acid,100,22-06-25 19:14:48
P0650,Chocolate Milk Drink Mini Max Family Pack Pro Mini Family Pack Max Max,5000,M033,Vanillin,100,27-05-25 19:14:48
P0650,Chocolate Milk Drink Mini Max Family Pack Pro Mini Family Pack Max Max,5000,M020,Natural Flavors,100,28-05-25 19:14:48
P0650,Chocolate Milk Drink Mini Max Family Pack Pro Mini Family Pack Max Max,5000,M024,Ascorbic Acid,100,30-05-25 19:14:48
P0651,Orange Soft Drink Max Family Pack Family Pack Mini,200,M024,Ascorbic Acid,500,08-06-25 19:14:48
P0651,Orange Soft Drink Max Family Pack Family Pack Mini,200,M042,Acetic Acid,200,01-06-25 19:14:48
P0651,Orange Soft Drink Max Family Pack Family Pack Mini,200,M003,Citric Acid,1000,20-06-25 19:14:48
P0652,Masala Potato Chips Mini Mini Lite Family Pack Pro Pro XL,100,M019,Paprika Extract,200,11-06-25 19:14:48
P0652,Masala Potato Chips Mini Mini Lite Family Pack Pro Pro XL,100,M002,Salt,100,06-06-25 19:14:48
P0652,Masala Potato Chips Mini Mini Lite Family Pack Pro Pro XL,100,M007,Vegetable Oil,2000,22-06-25 19:14:48
P0653,Barbecue Corn Chips Family Pack Pro XL,100,M005,Potatoes,500,03-06-25 19:14:48
P0653,Barbecue Corn Chips Family Pack Pro XL,100,M011,Cheddar Cheese,1000,24-05-25 19:14:48
P0653,Barbecue Corn Chips Family Pack Pro XL,100,M014,Garlic Powder,500,18-06-25 19:14:48
P0654,Snack Mix - Trail Pro Family Pack Max,200,M015,Maltodextrin,100,07-06-25 19:14:48
P0654,Snack Mix - Trail Pro Family Pack Max,200,M009,Palm Oil,500,11-06-25 19:14:48
P0654,Snack Mix - Trail Pro Family Pack Max,200,M020,Natural Flavors,100,20-06-25 19:14:48
P0655,Sweet Corn Puffs XL Mini Lite Family Pack Mini Lite Lite,200,M003,Citric Acid,2000,10-06-25 19:14:48
P0655,Sweet Corn Puffs XL Mini Lite Family Pack Mini Lite Lite,200,M009,Palm Oil,2000,19-06-25 19:14:48
P0655,Sweet Corn Puffs XL Mini Lite Family Pack Mini Lite Lite,200,M002,Salt,500,25-05-25 19:14:48
P0656,Whey Protein Bar Family Pack Mini Max Family Pack XL XL Max,500,M010,Whey Protein,500,01-06-25 19:14:48
P0656,Whey Protein Bar Family Pack Mini Max Family Pack XL XL Max,500,M033,Vanillin,200,15-06-25 19:14:48
P0656,Whey Protein Bar Family Pack Mini Max Family Pack XL XL Max,500,M025,Soy Lecithin,200,28-05-25 19:14:48
P0657,Cheese Crackers Family Pack Pro Family Pack Mini Pro,500,M025,Soy Lecithin,500,28-05-25 19:14:48
P0657,Cheese Crackers Family Pack Pro Family Pack Mini Pro,500,M001,Sugar,1000,09-06-25 19:14:48
P0657,Cheese Crackers Family Pack Pro Family Pack Mini Pro,500,M038,Baking Powder,1000,10-06-25 19:14:48
P0658,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite XL Max Family Pack XL,100,M042,Acetic Acid,1000,08-06-25 19:14:48
P0658,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite XL Max Family Pack XL,100,M003,Citric Acid,100,21-06-25 19:14:48
P0658,Chocolate Milk Drink Mini Max Family Pack Pro Mini Lite XL Max Family Pack XL,100,M001,Sugar,100,13-06-25 19:14:48
P0659,Cola Beverage Lite,200,M042,Acetic Acid,1000,20-06-25 19:14:48
P0659,Cola Beverage Lite,200,M001,Sugar,100,09-06-25 19:14:48
P0659,Cola Beverage Lite,200,M037,Caramel Color,1000,26-05-25 19:14:48
P0660,Orange Soft Drink Max Mini Max,1000,M001,Sugar,100,19-06-25 19:14:48
P0660,Orange Soft Drink Max Mini Max,1000,M003,Citric Acid,200,17-06-25 19:14:48
P0660,Orange Soft Drink Max Mini Max,1000,M033,Vanillin,500,14-06-25 19:14:48
P0661,Chocolate Milk Drink Mini Max Max XL Pro Mini Mini,2000,M024,Ascorbic Acid,1000,31-05-25 19:14:48
P0661,Chocolate Milk Drink Mini Max Max XL Pro Mini Mini,2000,M003,Citric Acid,1000,25-05-25 19:14:48
P0661,Chocolate Milk Drink Mini Max Max XL Pro Mini Mini,2000,M020,Natural Flavors,100,15-06-25 19:14:48
P0662,Sweet Corn Puffs XL Mini Lite XL Lite Mini,500,M015,Maltodextrin,2000,06-06-25 19:14:48
P0662,Sweet Corn Puffs XL Mini Lite XL Lite Mini,500,M009,Palm Oil,1000,13-06-25 19:14:48
P0662,Sweet Corn Puffs XL Mini Lite XL Lite Mini,500,M003,Citric Acid,500,12-06-25 19:14:48
