Supplier_ID,Supplier_Name,Material_ID,Material_Name,OnTime_Delivery_Percentage,Quality_Score,Average_Price_Deviation,Fulfilled_Order_Count,Complaint_Count,Lead_Days,Discount_Offer_Percentage,Create_Datetime
S084,Supplier_S084,M298,Cheddar Cheese,94.66,3.4,9.12,81,19,1,20.57,23-06-25 19:47:57
S084,Supplier_S084,M401,Aspartame,87.47,4.6,-2.77,110,4,6,24.85,23-06-25 19:47:57
S084,Supplier_S084,M405,Caramel Color,71.37,4.3,-1.14,294,20,1,25.98,23-06-25 19:47:57
S084,Supplier_S084,M466,Whey Protein,74.07,4.1,4.51,102,10,3,27.95,23-06-25 19:47:57
S084,Supplier_S084,M476,Milk Solids,91.41,4.7,0.75,425,0,6,16.68,23-06-25 19:47:57
S085,Supplier_S085,M021,Barley Malt Extract,96.99,3.4,-9.11,456,0,8,27.77,23-06-25 19:47:57
S085,Supplier_S085,M043,Fumaric Acid,90.81,3.6,8.9,843,17,0,13.64,23-06-25 19:47:57
S085,Supplier_S085,M198,Skimmed Milk Powder,94.04,3.9,7.13,467,10,1,29.42,23-06-25 19:47:57
S085,Supplier_S085,M250,Potassium Sorbate,95.31,4.9,-8.88,804,12,1,16.3,23-06-25 19:47:57
S085,Supplier_S085,M273,Barley Malt Extract,91.15,4,-7.29,940,4,10,27.99,23-06-25 19:47:57
S085,Supplier_S085,M285,Salt,85.74,4.4,2.24,121,18,10,15.87,23-06-25 19:47:57
S085,Supplier_S085,M419,Modified Starch,88.79,3.7,-4.99,120,15,3,28.76,23-06-25 19:47:57
S085,Supplier_S085,M451,Milk Solids,92.52,3.5,4.66,360,7,3,16.18,23-06-25 19:47:57
S085,Supplier_S085,M488,Dextrose,73.21,3.7,4.45,421,11,0,3.04,23-06-25 19:47:57
S086,Supplier_S086,M047,Acesulfame K,77.01,4.6,-9.13,772,15,6,11.58,23-06-25 19:47:57
S086,Supplier_S086,M420,Disodium Inosinate,93.82,4.9,5.51,644,14,1,18.76,23-06-25 19:47:57
S086,Supplier_S086,M434,Disodium Guanylate,90.25,3.5,4.9,796,8,3,21.17,23-06-25 19:47:57
S086,Supplier_S086,M455,Onion Powder,81.23,3.8,-1.68,414,11,6,14.69,23-06-25 19:47:57
S087,Supplier_S087,M167,Monosodium Glutamate,87.67,3.4,-3.86,715,9,2,5.33,23-06-25 19:47:57
S087,Supplier_S087,M201,Vanillin,83.52,4.3,9.12,147,15,0,15.91,23-06-25 19:47:57
S087,Supplier_S087,M235,Citric Acid,72.03,4.3,9.88,703,7,5,12.37,23-06-25 19:47:57
S087,Supplier_S087,M338,Tomato Powder,91.95,4.8,-7.21,574,3,4,0.74,23-06-25 19:47:57
S087,Supplier_S087,M353,Palm Oil,87.85,5,-7.54,868,13,7,8.36,23-06-25 19:47:57
S087,Supplier_S087,M462,Corn,90.95,4.5,7.76,152,0,9,3.69,23-06-25 19:47:57
S088,Supplier_S088,M166,Citric Acid,91.14,3.3,-7.78,548,11,1,11.21,23-06-25 19:47:57
S088,Supplier_S088,M304,Cheddar Cheese,87.93,3.6,5.7,276,1,10,14.19,23-06-25 19:47:57
S088,Supplier_S088,M413,Skimmed Milk Powder,98.77,3.7,8.28,146,20,0,18.26,23-06-25 19:47:57
S088,Supplier_S088,M467,Aspartame,98.99,3.9,-5.33,275,3,4,2.63,23-06-25 19:47:57
S088,Supplier_S088,M468,Ascorbic Acid,87.77,3.4,8.84,596,11,2,25.6,23-06-25 19:47:57
S089,Supplier_S089,M047,Acesulfame K,92.89,3.8,8.66,900,6,3,17.15,23-06-25 19:47:57
S089,Supplier_S089,M169,Yeast Extract,77.96,3.5,-8.64,272,3,0,1.44,23-06-25 19:47:57
S089,Supplier_S089,M223,Skimmed Milk Powder,96.62,3,7.64,460,5,3,2.31,23-06-25 19:47:57
S089,Supplier_S089,M234,Vanillin,88.19,3.4,8.59,598,0,4,5.25,23-06-25 19:47:57
S089,Supplier_S089,M361,Dextrose,75.42,3,4.07,893,5,9,14.98,23-06-25 19:47:57
S089,Supplier_S089,M435,Pectin,92.83,3.3,-2.05,242,6,7,7.01,23-06-25 19:47:57
S090,Supplier_S090,M016,Dextrose,99.62,4.3,-9.84,846,17,4,27.95,23-06-25 19:47:57
S090,Supplier_S090,M074,Citric Acid,99.03,4.4,-2.16,619,2,4,16.77,23-06-25 19:47:57
S090,Supplier_S090,M101,Cheddar Cheese,98.66,3.2,8.48,681,8,7,6.42,23-06-25 19:47:57
S090,Supplier_S090,M267,Fumaric Acid,99.7,3.9,-7.08,55,7,3,20.56,23-06-25 19:47:57
S090,Supplier_S090,M464,Disodium Guanylate,98.17,4.9,-0.48,684,3,6,8.82,23-06-25 19:47:57
S091,Supplier_S091,M064,Sodium Citrate,85.22,3.3,-0.36,877,3,5,25.36,23-06-25 19:47:57
S091,Supplier_S091,M162,Acesulfame K,77.37,3.6,-1.76,573,15,0,2.63,23-06-25 19:47:57
S091,Supplier_S091,M349,Caramel Color,93.42,4.2,0.1,79,3,9,22.9,23-06-25 19:47:57
S091,Supplier_S091,M488,Dextrose,70.21,4.5,-5,491,12,5,8.98,23-06-25 19:47:57
S092,Supplier_S092,M050,Yeast Extract,88.28,3.8,3.66,519,18,2,6.97,23-06-25 19:47:57
S092,Supplier_S092,M084,Maltodextrin,82,3.9,9.13,357,5,7,20.76,23-06-25 19:47:57
S092,Supplier_S092,M164,Baking Powder,93.74,4.5,5.28,980,7,9,25.4,23-06-25 19:47:57
S092,Supplier_S092,M165,Aspartame,71.14,3.1,2.03,30,16,7,0.02,23-06-25 19:47:57
S092,Supplier_S092,M192,Sucrose,82.29,3.3,0.96,942,6,7,9.92,23-06-25 19:47:57
S092,Supplier_S092,M448,Corn,75.21,3.8,-3.68,408,6,7,6.6,23-06-25 19:47:57
S093,Supplier_S093,M003,Citric Acid,76.29,3.5,8.73,673,2,9,19.05,23-06-25 19:47:57
S093,Supplier_S093,M006,Corn,85.29,3.2,-9.06,122,4,10,4.8,23-06-25 19:47:57
S093,Supplier_S093,M008,Sunflower Oil,84.26,4.1,-4.7,903,19,6,28.93,23-06-25 19:47:57
S093,Supplier_S093,M069,Disodium Inosinate,79.31,3.7,-3.34,182,2,8,19,23-06-25 19:47:57
S093,Supplier_S093,M075,Tapioca Starch,74.13,3.2,6.89,113,16,8,25.05,23-06-25 19:47:57
S093,Supplier_S093,M117,Maltodextrin,83.98,4.6,4.45,789,10,3,11.12,23-06-25 19:47:57
S093,Supplier_S093,M126,Skimmed Milk Powder,70.16,3.6,-2.8,286,3,2,2.62,23-06-25 19:47:57
S093,Supplier_S093,M128,Aspartame,98.33,4.4,-0.08,641,6,7,3.21,23-06-25 19:47:57
S093,Supplier_S093,M244,Onion Powder,73.09,3.1,7.57,571,1,0,23.13,23-06-25 19:47:57
S093,Supplier_S093,M321,Barley Malt Extract,71.59,3.2,-7.02,874,15,7,5.29,23-06-25 19:47:57
S093,Supplier_S093,M367,Potatoes,89.87,4.9,3.81,817,7,4,16.58,23-06-25 19:47:57
S093,Supplier_S093,M376,Monosodium Glutamate,96.78,3.6,9.89,792,4,8,25.59,23-06-25 19:47:57
S093,Supplier_S093,M394,Skimmed Milk Powder,80.91,4.6,-7.54,216,14,6,23.08,23-06-25 19:47:57
S093,Supplier_S093,M457,Salt,91.2,3.1,3.31,161,8,9,13.66,23-06-25 19:47:57
S094,Supplier_S094,M022,Modified Starch,72.1,4.3,-3.4,331,3,4,15.21,23-06-25 19:47:57
S094,Supplier_S094,M097,Disodium Guanylate,79.99,3.9,-0.86,630,16,2,9.84,23-06-25 19:47:57
S094,Supplier_S094,M267,Fumaric Acid,79.62,4.2,-9.52,322,5,5,18.49,23-06-25 19:47:57
S095,Supplier_S095,M077,Pectin,84.42,3.7,8.69,738,16,1,8.55,23-06-25 19:47:57
S095,Supplier_S095,M107,Vanillin,76.57,3.3,-6.94,775,19,5,12.48,23-06-25 19:47:57
S095,Supplier_S095,M382,Acesulfame K,76,3.9,-2.24,284,18,9,12.69,23-06-25 19:47:57
S096,Supplier_S096,M121,Soy Lecithin,83.77,3.5,3.94,317,2,10,29.75,23-06-25 19:47:57
S096,Supplier_S096,M153,Acetic Acid,78.16,3.1,4.25,600,20,1,14.88,23-06-25 19:47:57
S096,Supplier_S096,M161,Glucono Delta Lactone,98.13,3.2,1.72,949,2,0,29.91,23-06-25 19:47:57
S096,Supplier_S096,M411,Vegetable Oil,99.56,4.6,0.75,443,17,7,1.25,23-06-25 19:47:57
S097,Supplier_S097,M114,Salt,86.14,3.5,-5.49,888,4,7,27.44,23-06-25 19:47:57
S097,Supplier_S097,M229,Tomato Powder,76.16,4.6,-1.82,119,4,6,19.55,23-06-25 19:47:57
S097,Supplier_S097,M427,Onion Powder,73.46,3.6,-6.11,609,11,0,29.26,23-06-25 19:47:57
S097,Supplier_S097,M461,Natural Flavors,70.29,3.5,9.1,691,18,0,2.91,23-06-25 19:47:57
S098,Supplier_S098,M147,Vegetable Oil,97.6,4.2,-1.15,232,2,1,4.2,23-06-25 19:47:57
S098,Supplier_S098,M163,Sunflower Oil,80.77,4.1,-0.31,944,18,8,9.65,23-06-25 19:47:57
S098,Supplier_S098,M308,Ascorbic Acid,91.17,3.9,-7.1,901,13,0,8.66,23-06-25 19:47:57
S098,Supplier_S098,M408,Paprika Extract,73.44,3.2,-6.64,157,5,4,23.05,23-06-25 19:47:57
S098,Supplier_S098,M450,Acetic Acid,92.25,4,4.09,23,7,0,18.49,23-06-25 19:47:57
S098,Supplier_S098,M480,Salt,72.12,4.5,9.91,723,20,3,21.43,23-06-25 19:47:57
S098,Supplier_S098,M481,Pectin,77.42,3.5,0.63,710,17,6,1.98,23-06-25 19:47:57
S099,Supplier_S099,M251,Brown Sugar,99.25,3.5,9.89,213,14,1,15.63,23-06-25 19:47:57
S099,Supplier_S099,M356,Modified Starch,79.44,3.8,-0.81,43,5,8,19.78,23-06-25 19:47:57
S100,Supplier_S100,M028,Skimmed Milk Powder,82.13,3.3,-0.65,140,19,8,0.81,23-06-25 19:47:57
S100,Supplier_S100,M082,Soy Lecithin,86.38,4.6,-6.5,807,14,7,18.95,23-06-25 19:47:57
S100,Supplier_S100,M124,Cheddar Cheese,99.23,3.1,-1.26,868,2,5,18.16,23-06-25 19:47:57
S100,Supplier_S100,M150,Disodium Inosinate,82.63,4.1,-6.54,492,2,0,17.62,23-06-25 19:47:57
S100,Supplier_S100,M222,Acetic Acid,96.45,3.1,2.97,115,16,10,24.89,23-06-25 19:47:57
S100,Supplier_S100,M270,Barley Malt Extract,78.14,4.7,3.2,895,3,0,8.77,23-06-25 19:47:57
S100,Supplier_S100,M276,Skimmed Milk Powder,76.68,4.3,-5.94,219,2,2,27.81,23-06-25 19:47:57
S100,Supplier_S100,M299,Sucralose,88.34,4,6.95,882,9,0,11.08,23-06-25 19:47:57
S100,Supplier_S100,M368,Whey Protein,97.83,4.8,-3.98,968,7,4,6.31,23-06-25 19:47:57
S100,Supplier_S100,M381,Sucralose,94.03,4.5,8.43,935,19,2,10.77,23-06-25 19:47:57
S100,Supplier_S100,M431,Corn,91.37,4.1,-0.33,988,15,7,8.05,23-06-25 19:47:57
S101,Supplier_S101,M095,Annatto Extract,82.93,4.8,4.55,792,12,5,1.36,23-06-25 19:47:57
S101,Supplier_S101,M136,Modified Starch,90.16,3.6,-5.23,129,5,5,20.8,23-06-25 19:47:57
S101,Supplier_S101,M294,Sodium Citrate,79.97,3.4,5.17,838,17,1,29.21,23-06-25 19:47:57
S101,Supplier_S101,M368,Whey Protein,78.22,3.2,5.59,513,15,6,27.79,23-06-25 19:47:57
S102,Supplier_S102,M058,Dextrose,89.18,4.9,-8.99,351,7,2,23.61,23-06-25 19:47:57
S102,Supplier_S102,M068,Sodium Benzoate,71.27,3,8.42,892,10,9,12.88,23-06-25 19:47:57
S102,Supplier_S102,M135,Glucono Delta Lactone,88.42,3.4,1.84,408,0,3,6.17,23-06-25 19:47:57
S102,Supplier_S102,M248,Disodium Guanylate,91.45,4.3,6.57,235,8,1,12.67,23-06-25 19:47:57
S102,Supplier_S102,M253,Vegetable Oil,70.27,3.1,5.67,496,19,2,11.14,23-06-25 19:47:57
S102,Supplier_S102,M266,Pectin,77.99,3.9,3.69,599,2,1,20.15,23-06-25 19:47:57
S103,Supplier_S103,M038,Baking Powder,76.77,4,-0.99,463,9,9,29.7,23-06-25 19:47:57
S103,Supplier_S103,M151,Ascorbic Acid,95.04,4.4,-8.68,725,13,3,1.74,23-06-25 19:47:57
S103,Supplier_S103,M297,Sunflower Oil,77.08,4.3,-8.44,963,18,7,3.43,23-06-25 19:47:57
S103,Supplier_S103,M389,Dextrose,84.2,4,8.78,365,14,6,0.62,23-06-25 19:47:57
S103,Supplier_S103,M397,Modified Starch,97.01,4.2,-7.06,423,14,10,6.15,23-06-25 19:47:57
S104,Supplier_S104,M121,Soy Lecithin,89.5,3.1,-1.89,396,17,7,1.68,23-06-25 19:47:57
S104,Supplier_S104,M337,Pectin,93.06,4.9,8.56,169,0,8,29.27,23-06-25 19:47:57
S104,Supplier_S104,M435,Pectin,87.61,4.1,-0.63,843,14,5,23.76,23-06-25 19:47:57
S105,Supplier_S105,M027,Milk Solids,87.52,4.4,7.13,793,18,6,14.31,23-06-25 19:47:57
S105,Supplier_S105,M373,Disodium Inosinate,70.86,5,-5.29,471,7,5,17.49,23-06-25 19:47:57
S105,Supplier_S105,M396,Cocoa Powder,93.84,3.7,-9.4,159,0,8,28.31,23-06-25 19:47:57
S106,Supplier_S106,M043,Fumaric Acid,79.44,3.6,9.4,423,16,0,19.73,23-06-25 19:47:57
S106,Supplier_S106,M044,Glucono Delta Lactone,85.55,4.2,-0.03,462,1,3,8.01,23-06-25 19:47:57
S106,Supplier_S106,M090,Sodium Bicarbonate,90.4,3.7,7.56,808,17,10,17.63,23-06-25 19:47:57
S106,Supplier_S106,M224,Milk Solids,96.72,3.3,-6.67,954,5,8,28.75,23-06-25 19:47:57
S106,Supplier_S106,M230,Sodium Bicarbonate,76.89,4.6,8.98,112,6,8,12.02,23-06-25 19:47:57
S106,Supplier_S106,M285,Salt,79.49,4.1,9.9,372,4,9,16.88,23-06-25 19:47:57
S106,Supplier_S106,M326,Potassium Sorbate,91.9,4.5,-5.07,345,13,9,6.67,23-06-25 19:47:57
S107,Supplier_S107,M027,Milk Solids,79.93,3.9,-8.75,862,13,6,27.15,23-06-25 19:47:57
S107,Supplier_S107,M057,Glucono Delta Lactone,72.97,4,-1.84,984,8,0,20.71,23-06-25 19:47:57
S107,Supplier_S107,M109,Tapioca Starch,86.23,3.1,7.88,966,15,0,8.61,23-06-25 19:47:57
S107,Supplier_S107,M138,Yeast Extract,73.4,3.2,5.5,853,11,8,24.68,23-06-25 19:47:57
S107,Supplier_S107,M320,Paprika Extract,84.28,3.3,-7.14,287,16,7,12.36,23-06-25 19:47:57
S107,Supplier_S107,M340,Acetic Acid,87.94,3.3,-3.94,898,16,5,1.98,23-06-25 19:47:57
S107,Supplier_S107,M342,Sodium Citrate,97.2,4.3,-9.43,793,8,7,29.83,23-06-25 19:47:57
S107,Supplier_S107,M385,Palm Oil,88.12,4.7,-7.87,557,0,0,11.85,23-06-25 19:47:57
S107,Supplier_S107,M441,Sucralose,75.39,4.2,-1.36,403,5,9,2.87,23-06-25 19:47:57
S108,Supplier_S108,M170,Gum Arabic,93.66,4.2,5.16,240,5,7,2.21,23-06-25 19:47:57
S108,Supplier_S108,M174,Natural Flavors,97.08,4.4,0.04,932,16,9,20.33,23-06-25 19:47:57
S108,Supplier_S108,M359,Caramel Color,94.34,4.3,-6.67,316,11,6,6.05,23-06-25 19:47:57
S108,Supplier_S108,M397,Modified Starch,91.02,4.7,4.43,331,11,0,24.81,23-06-25 19:47:57
S108,Supplier_S108,M490,Aspartame,92.26,4.7,-7.37,990,3,0,3.78,23-06-25 19:47:57
S109,Supplier_S109,M013,Onion Powder,84.3,4.8,0.62,68,16,1,25.54,23-06-25 19:47:57
S109,Supplier_S109,M151,Ascorbic Acid,72.47,4.1,2.32,294,2,4,2.37,23-06-25 19:47:57
S109,Supplier_S109,M175,Milk Solids,77.74,4.8,8.28,78,2,6,16.69,23-06-25 19:47:57
S109,Supplier_S109,M205,Potatoes,73.19,3.8,-8.94,67,6,4,22.51,23-06-25 19:47:57
S109,Supplier_S109,M228,Pectin,77.64,4.5,8.2,95,9,9,26.3,23-06-25 19:47:57
S109,Supplier_S109,M369,Disodium Inosinate,86.43,3.7,3.9,790,1,10,19.25,23-06-25 19:47:57
S109,Supplier_S109,M374,Sucrose,80.63,4.2,3.42,831,19,0,0.16,23-06-25 19:47:57
S109,Supplier_S109,M388,Soy Lecithin,73.08,4.7,-1.36,435,15,9,17.88,23-06-25 19:47:57
S109,Supplier_S109,M469,Palm Oil,80.95,4.4,5.93,542,19,9,6.66,23-06-25 19:47:57
S110,Supplier_S110,M081,Aspartame,72.03,4.1,0.15,529,17,0,11.71,23-06-25 19:47:57
S110,Supplier_S110,M194,Tomato Powder,72.85,4.5,-9.08,882,4,10,19.42,23-06-25 19:47:57
S110,Supplier_S110,M294,Sodium Citrate,75.37,4.2,1.86,866,14,9,10.67,23-06-25 19:47:57
S110,Supplier_S110,M361,Dextrose,93.87,4.3,-3.96,833,9,6,19.9,23-06-25 19:47:57
S110,Supplier_S110,M433,Dextrose,82.98,3.7,-0.05,289,12,0,5.39,23-06-25 19:47:57
S110,Supplier_S110,M436,Disodium Guanylate,87.33,3.3,8.87,19,15,10,25.03,23-06-25 19:47:57
S110,Supplier_S110,M462,Corn,81.35,3.1,-2.88,348,3,0,13.71,23-06-25 19:47:57
S110,Supplier_S110,M464,Disodium Guanylate,75.85,3.3,0.4,595,16,0,3.84,23-06-25 19:47:57
S110,Supplier_S110,M484,Potassium Sorbate,82.2,3.6,-8.2,91,2,3,28.35,23-06-25 19:47:57
S110,Supplier_S110,M493,Garlic Powder,89,3.5,-3.28,500,1,8,12.81,23-06-25 19:47:57
S111,Supplier_S111,M022,Modified Starch,90.01,3.7,3.94,577,4,3,12.61,23-06-25 19:47:57
S111,Supplier_S111,M063,Skimmed Milk Powder,86.85,4.3,-1.78,904,13,0,29.05,23-06-25 19:47:57
S111,Supplier_S111,M202,Disodium Guanylate,94.46,3.2,3.15,630,10,8,26.44,23-06-25 19:47:57
S111,Supplier_S111,M265,Baking Powder,86.44,3.5,-2.03,454,4,2,14.43,23-06-25 19:47:57
S111,Supplier_S111,M309,Salt,95.75,3.7,-4.66,110,8,10,17.53,23-06-25 19:47:57
S111,Supplier_S111,M376,Monosodium Glutamate,89.72,4.6,-8.94,162,1,3,5.49,23-06-25 19:47:57
S111,Supplier_S111,M460,Citric Acid,83.52,4.6,-6.29,70,5,3,7.78,23-06-25 19:47:57
S111,Supplier_S111,M495,Sodium Bicarbonate,77.57,4,-3.31,124,3,10,0.41,23-06-25 19:47:57
S112,Supplier_S112,M007,Vegetable Oil,74.59,4.5,0.79,807,16,0,17.97,23-06-25 19:47:57
S112,Supplier_S112,M152,Palm Oil,83.6,4.2,-3.81,769,5,1,0.38,23-06-25 19:47:57
S112,Supplier_S112,M158,Gum Arabic,98.93,3.5,-4.78,332,12,5,9.54,23-06-25 19:47:57
S112,Supplier_S112,M189,Corn,80.28,4.8,-2.81,202,5,6,0.57,23-06-25 19:47:57
S112,Supplier_S112,M302,Dextrose,83.63,3.8,6.4,403,11,3,5.57,23-06-25 19:47:57
S112,Supplier_S112,M491,Baking Powder,78.68,4,5.22,263,19,2,21.88,23-06-25 19:47:57
S113,Supplier_S113,M041,Sodium Citrate,90.66,4.4,8.85,522,17,7,13.13,23-06-25 19:47:57
S113,Supplier_S113,M048,Aspartame,93.45,3.5,2.47,417,20,1,25.55,23-06-25 19:47:57
S113,Supplier_S113,M053,Monosodium Glutamate,75.27,3.3,0.79,384,16,8,27.4,23-06-25 19:47:57
S113,Supplier_S113,M073,Salt,88.29,3.7,8.36,406,13,5,20.37,23-06-25 19:47:57
S113,Supplier_S113,M307,Vanillin,92.66,3.2,-6.65,418,15,4,14.29,23-06-25 19:47:57
S113,Supplier_S113,M350,Brown Sugar,98.73,3.4,-2.9,398,13,3,15.43,23-06-25 19:47:57
S113,Supplier_S113,M499,Disodium Inosinate,85.28,4.1,-2.2,631,8,3,5.52,23-06-25 19:47:57
S114,Supplier_S114,M244,Onion Powder,92.44,4,-0.99,181,5,0,3.75,23-06-25 19:47:57
S114,Supplier_S114,M323,Dextrose,79.78,3.2,4.75,900,6,6,26.74,23-06-25 19:47:57
S114,Supplier_S114,M340,Acetic Acid,98.8,4.5,-8.23,429,20,4,12.44,23-06-25 19:47:57
S114,Supplier_S114,M415,Dextrose,76.65,3,-4.38,953,11,3,2.7,23-06-25 19:47:57
S114,Supplier_S114,M452,Yeast Extract,98.15,3.3,-6.53,572,6,3,15.22,23-06-25 19:47:57
S115,Supplier_S115,M002,Salt,76.46,4.5,-7.96,399,3,5,25.42,23-06-25 19:47:57
S115,Supplier_S115,M026,Cocoa Powder,85.64,4.3,-4.51,89,9,3,8.15,23-06-25 19:47:57
S115,Supplier_S115,M207,Acesulfame K,82.86,4.1,-7.4,608,8,0,9.92,23-06-25 19:47:57
S115,Supplier_S115,M273,Barley Malt Extract,97.51,3.6,1.15,981,3,2,9.53,23-06-25 19:47:57
S116,Supplier_S116,M072,Corn Syrup,89.56,3.6,-0.49,164,1,7,3.11,23-06-25 19:47:57
S116,Supplier_S116,M078,Onion Powder,97.91,3.8,-2.07,392,7,6,29.84,23-06-25 19:47:57
S116,Supplier_S116,M159,Disodium Guanylate,79.42,3.2,-2.83,798,6,7,9.25,23-06-25 19:47:57
S116,Supplier_S116,M200,Ascorbic Acid,81.22,3.2,7.94,514,4,6,3.21,23-06-25 19:47:57
S116,Supplier_S116,M240,Sugar,86.66,4.7,-6.08,829,4,7,24.17,23-06-25 19:47:57
S116,Supplier_S116,M249,Annatto Extract,99.17,3.6,-7.5,458,0,3,2.71,23-06-25 19:47:57
S116,Supplier_S116,M356,Modified Starch,93.38,4.8,-6.72,451,4,4,21.47,23-06-25 19:47:57
S116,Supplier_S116,M433,Dextrose,77.01,4.3,-2.82,94,9,8,15.38,23-06-25 19:47:57
S117,Supplier_S117,M013,Onion Powder,90.9,4.5,5.67,687,15,2,5.7,23-06-25 19:47:57
S117,Supplier_S117,M093,Potassium Sorbate,79.38,4.4,4.68,891,11,6,3.92,23-06-25 19:47:57
S117,Supplier_S117,M222,Acetic Acid,87.63,4.8,-8.44,267,12,3,15.49,23-06-25 19:47:57
S117,Supplier_S117,M284,Annatto Extract,87.37,4.9,-8.14,316,10,5,26.93,23-06-25 19:47:57
S117,Supplier_S117,M318,Soy Lecithin,88.47,3.1,-5.95,355,12,5,3.62,23-06-25 19:47:57
S118,Supplier_S118,M051,Fumaric Acid,70.28,4.6,8.02,703,17,2,2.22,23-06-25 19:47:57
S118,Supplier_S118,M061,Barley Malt Extract,71.82,4,-1.97,712,3,7,21.37,23-06-25 19:47:57
S118,Supplier_S118,M100,Potatoes,80.27,3.7,5.44,748,20,4,18.3,23-06-25 19:47:57
S118,Supplier_S118,M143,Tomato Powder,82.89,3.4,-4.63,858,9,5,16.42,23-06-25 19:47:57
S118,Supplier_S118,M176,Sucrose,73.03,3.6,0.71,362,13,4,11.49,23-06-25 19:47:57
S118,Supplier_S118,M315,Sucrose,90.88,4.8,2.61,377,15,1,26.56,23-06-25 19:47:57
S118,Supplier_S118,M396,Cocoa Powder,72.54,3.6,9.64,178,13,0,11.8,23-06-25 19:47:57
S119,Supplier_S119,M004,Corn Syrup,93.05,3.1,6.44,834,10,6,8.03,23-06-25 19:47:57
S119,Supplier_S119,M045,Gum Arabic,82.46,4,-0.56,477,17,2,11.51,23-06-25 19:47:57
S119,Supplier_S119,M297,Sunflower Oil,76.25,4.4,-1.38,455,18,5,16.34,23-06-25 19:47:57
S119,Supplier_S119,M383,Glucono Delta Lactone,89.43,4.4,8.61,549,20,10,15.74,23-06-25 19:47:57
S119,Supplier_S119,M444,Garlic Powder,95.25,3.3,-9.64,112,5,4,3.72,23-06-25 19:47:57
S120,Supplier_S120,M041,Sodium Citrate,98.86,4.7,1.5,983,0,10,24.64,23-06-25 19:47:57
S120,Supplier_S120,M159,Disodium Guanylate,77.95,3.2,-6.85,712,9,9,1.21,23-06-25 19:47:57
S120,Supplier_S120,M246,Corn,86.01,4.8,-0.37,242,2,7,9.24,23-06-25 19:47:57
S120,Supplier_S120,M426,Pectin,74.87,3.9,5.78,53,15,3,27.6,23-06-25 19:47:57
S120,Supplier_S120,M433,Dextrose,89.31,4.6,8.53,110,3,1,10.81,23-06-25 19:47:57
S121,Supplier_S121,M077,Pectin,90.35,4.1,-1.19,797,9,6,15.09,23-06-25 19:47:57
S121,Supplier_S121,M222,Acetic Acid,95.05,3.5,0.89,188,12,10,11.36,23-06-25 19:47:57
S121,Supplier_S121,M324,Barley Malt Extract,84.53,4.8,-7.1,960,19,7,5.34,23-06-25 19:47:57
S121,Supplier_S121,M390,Lactic Acid,90.19,4.5,5.92,828,5,9,6.22,23-06-25 19:47:57
S122,Supplier_S122,M177,Lactic Acid,94.52,3.6,-4.39,513,3,3,4.03,23-06-25 19:47:57
S122,Supplier_S122,M180,Brown Sugar,71.49,4.7,5.6,229,7,10,6.75,23-06-25 19:47:57
S122,Supplier_S122,M214,Disodium Guanylate,86,3.3,-2.18,826,17,4,28.8,23-06-25 19:47:57
S122,Supplier_S122,M246,Corn,87.93,4.3,2.72,587,13,8,19.19,23-06-25 19:47:57
S122,Supplier_S122,M296,Aspartame,80.54,3.9,-6.58,796,11,9,17.24,23-06-25 19:47:57
S122,Supplier_S122,M301,Yeast Extract,75.65,3.8,8.49,870,13,2,8.65,23-06-25 19:47:57
S122,Supplier_S122,M367,Potatoes,79.28,4.9,-2.74,841,3,8,26.01,23-06-25 19:47:57
S122,Supplier_S122,M388,Soy Lecithin,95.79,4.2,-5.97,593,12,0,10.02,23-06-25 19:47:57
S122,Supplier_S122,M395,Ascorbic Acid,77.36,4.5,0.59,816,7,2,24.05,23-06-25 19:47:57
S122,Supplier_S122,M403,Palm Oil,74.71,4.1,8.43,131,19,6,3.31,23-06-25 19:47:57
S122,Supplier_S122,M438,Yeast Extract,86.59,3.1,3.78,510,0,2,5.97,23-06-25 19:47:57
S122,Supplier_S122,M492,Barley Malt Extract,93.48,3.2,4.61,635,5,3,29.78,23-06-25 19:47:57
S123,Supplier_S123,M101,Cheddar Cheese,81.39,5,6.37,987,4,4,1.26,23-06-25 19:47:57
S123,Supplier_S123,M103,Maltodextrin,92.68,3.6,-4.29,70,2,10,17.22,23-06-25 19:47:57
S123,Supplier_S123,M346,Tapioca Starch,80.26,4.4,-9.42,844,3,3,3.86,23-06-25 19:47:57
S123,Supplier_S123,M491,Baking Powder,75.61,3.6,-7.7,279,7,10,24.62,23-06-25 19:47:57
S124,Supplier_S124,M054,Sucrose,74.22,4.9,7.2,751,12,8,10.97,23-06-25 19:47:57
S124,Supplier_S124,M133,Caramel Color,78.86,4.8,-8.28,861,4,5,9.36,23-06-25 19:47:57
S124,Supplier_S124,M196,Monosodium Glutamate,73.39,3.8,-9.08,277,20,5,0.37,23-06-25 19:47:57
S124,Supplier_S124,M223,Skimmed Milk Powder,82.44,3.7,-7.73,701,15,7,6.32,23-06-25 19:47:57
S124,Supplier_S124,M227,Maltodextrin,73.91,4.2,6.55,928,20,6,15.66,23-06-25 19:47:57
S124,Supplier_S124,M391,Natural Flavors,76.28,3.1,-9.64,912,8,5,20.31,23-06-25 19:47:57
S124,Supplier_S124,M454,Maltodextrin,92.86,3.9,-8.34,938,9,9,16.12,23-06-25 19:47:57
